"","ks4score","fiveac","fiveem","k3en","k3ma","k3sc","gender","SECshort","hiquamum","singlepar","house","fsm","parasp","computer","tuition","pupasp","homework","attitude","sen","truancy","absent","exclude","IDACI_n","FSMband"
"664",616,"yes","yes",6,6,6,"Female","Routine,_semi-routine_or_unemployed","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",1.19729502406479,"35pr+"
"665",615,"yes","yes",5,7,6,"Female","Managerial_and_professional","No_qualification","no","owned","no","Yes","Yes","Yes","Yes","5_evenings","high","No","No","No","No",-0.503275459841029,"<5pr"
"668",615,"yes","yes",7,7,7,"Male","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.979967400762912,"5pr-9pr"
"670",614.5,"yes","yes",5,8,6,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","Yes","No","Yes","4_evenings","very_high","No","No","missing","missing",1.52643219636177,"35pr+"
"672",614,"yes","yes",6,8,7,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","Yes","Yes","2_evenings","low","No","No","No","No",-1.60039884049063,"<5pr"
"673",614,"yes","yes",7,7,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","3_evenings","high","No","No","No","No",-0.845078183533076,"<5pr"
"674",614,"yes","yes",7,7,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.943086047772154,"<5pr"
"676",614,"yes","yes",7,7,6,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","No",-0.312070757559804,"<5pr"
"677",614,"yes","yes",5,6,6,"Female","Managerial_and_professional","No_qualification","no","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",0.153584068540019,"9pr-13pr"
"678",614,"yes","yes",5,6,5,"Female","Intermediate","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","2_evenings","high","No","Yes","No","No",-0.473962117901981,"13pr-21pr"
"680",614,"yes","yes",7,8,7,"Male","Intermediate","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-1.78097648441947,"<5pr"
"682",614,"yes","yes",7,8,7,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",0.264465348412024,"<5pr"
"684",614,"yes","yes",7,7,6,"Male","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","2_evenings","very_high","No","No","No","No",-0.936158691803419,"<5pr"
"687",613.25,"yes","yes",7,7,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","high","No","No","No","No",-1.1631338025824,"<5pr"
"688",613,"yes","yes",7,8,7,"Female","Intermediate","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","2_evenings","low","No","No","No","No",-1.23649405708057,"5pr-9pr"
"689",613,"yes","yes",7,8,7,"Female","Intermediate","HE_below_degree_level","yes","owned","no","Yes","Yes","No","Yes","2_evenings","low","No","Yes","No","No",0.305145722456934,"13pr-21pr"
"692",613,"yes","yes",6,8,7,"Male","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-0.374181620446258,"<5pr"
"694",612.25,"yes","yes",7,8,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","No",-0.025460041146338,"<5pr"
"696",612,"yes","yes",7,8,6,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.674776914403703,"21pr-35pr"
"697",612,"yes","yes",6,5,6,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","5_evenings","high","No","No","No","No",-0.182146735861037,"5pr-9pr"
"700",612,"yes","yes",6,6,6,"Male","Intermediate","HE_below_degree_level","yes","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","missing","No",-0.990566574887864,"5pr-9pr"
"701",612,"yes","yes",6,6,5,"Male","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","yes","owned","yes","Yes","Yes","No","Yes","1_evening","very_high","No","No","No","No",-0.234182096380426,"21pr-35pr"
"702",611,"yes","yes",7,7,7,"Female","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",-1.37077190989846,"5pr-9pr"
"704",611,"yes","yes",6,6,6,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","Yes","Yes","2_evenings","very_high","No","No","No","No",-1.32213146091567,"9pr-13pr"
"705",611,"yes","no",6,5,5,"Female","Managerial_and_professional","Other_qualifications","yes","rented","yes","Yes","Yes","No","Yes","2_evenings","very_low","No","No","No","No",1.16282091567422,"35pr+"
"707",611,"yes","yes",6,7,7,"Male","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",-1.88266498972861,"<5pr"
"708",610,"yes","yes",6,8,7,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","1_evening","low","No","No","No","No",-1.92912243827036,"9pr-13pr"
"709",610,"yes","yes",6,6,6,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","rented","yes","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",0.539457712551102,"13pr-21pr"
"711",610,"yes","yes",6,6,5,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",-0.271474651642159,"13pr-21pr"
"712",610,"yes","yes",6,6,5,"Female","Intermediate","GCSE_grades_A-C_or_equiv","yes","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","No",-0.298484815029376,"9pr-13pr"
"714",610,"yes","yes",6,5,5,"Female","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",0.970750764469461,"35pr+"
"716",610,"yes","yes",7,7,7,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-0.296239759164888,"<5pr"
"717",610,"yes","yes",5,6,5,"Male","Managerial_and_professional","GCE_A_Level_or_equivalent","yes","owned","yes","Yes","No","No","Yes","4_evenings","very_high","No","No","No","No",1.20993453742385,"5pr-9pr"
"718",610,"yes","yes",5,5,5,"Male","Intermediate","Other_qualifications","no","owned","no","Yes","Yes","No","No","1_evening","very_low","No","Yes","No","No",0.11432906536118,"9pr-13pr"
"720",609,"yes","yes",7,8,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_low","No","No","No","No",0.103365353310516,"<5pr"
"721",609,"yes","yes",7,7,7,"Female","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","1_evening","high","No","No","No","No",-1.75071921886585,"13pr-21pr"
"722",609,"yes","yes",6,7,6,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","Yes","Yes","No","Yes","4_evenings","low","No","No","No","No",1.26060288859007,"35pr+"
"723",609,"yes","yes",5,4,5,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","Yes","No","Yes","2_evenings","very_high","No","No","missing","missing",0.100806323735073,"35pr+"
"724",609,"yes","no",5,5,6,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","Yes",-1.13103233778023,"21pr-35pr"
"725",608.5,"yes","yes",7,7,7,"Male","Managerial_and_professional","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_low","No","No","No","No",-0.075409078427268,"13pr-21pr"
"726",608.25,"yes","yes",6,7,7,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","Yes","Yes","1_evening","very_high","No","No","No","No",-0.652271069320824,"5pr-9pr"
"727",608.25,"yes","yes",6,6,6,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","1_evening","high","No","No","No","No",0.526163036656771,"13pr-21pr"
"729",608,"yes","yes",7,7,7,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-1.01091178948857,"13pr-21pr"
"732",608,"yes","yes",6,8,7,"Male","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","5_evenings","low","No","No","No","No",-0.782051298644692,"<5pr"
"733",608,"yes","yes",6,7,7,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","2_evenings","high","No","No","No","No",0.398956928797915,"13pr-21pr"
"734",608,"yes","yes",6,7,6,"Male","Intermediate","GCE_A_Level_or_equivalent","no","other/DK/Ref","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","No",-0.283214319502443,"13pr-21pr"
"735",608,"yes","yes",5,7,6,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","yes","owned","no","No","Yes","No","No","3_evenings","very_low","No","No","No","No",1.01876692883979,"13pr-21pr"
"736",608,"yes","yes",6,6,6,"Male","Managerial_and_professional","No_qualification","no","rented","no","Yes","Yes","No","Yes","5_evenings","very_low","No","No","No","No",-0.85386531772104,"<5pr"
"737",608,"yes","yes",5,6,5,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","rented","yes","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.735579818661017,"5pr-9pr"
"739",607,"yes","yes",5,7,6,"Female","Intermediate","No_qualification","no","rented","no","Yes","Yes","No","Yes","missing","very_high","No","No","missing","missing",0.220141053983479,"21pr-35pr"
"740",607,"yes","no",5,6,5,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","No",1.56912281348535,"35pr+"
"741",607,"yes","yes",7,8,7,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","2_evenings","very_high","No","No","No","No",-1.63695802596919,"<5pr"
"742",606.5,"yes","yes",7,7,6,"Female","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",0.028404609188109,"21pr-35pr"
"743",606,"yes","yes",6,8,7,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",0.54249667810471,"13pr-21pr"
"744",606,"yes","yes",7,7,7,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-0.184735660757896,"<5pr"
"745",606,"yes","yes",7,7,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","3_evenings","low","No","No","No","No",-0.9712606350132,"5pr-9pr"
"746",606,"yes","yes",6,7,7,"Female","Routine,_semi-routine_or_unemployed","HE_below_degree_level","no","owned","no","No","Yes","No","Yes","3_evenings","low","No","No","No","No",0.208744379424991,"21pr-35pr"
"747",606,"yes","yes",6,7,7,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","owned","yes","Yes","Yes","No","Yes","1_evening","high","No","No","No","No",1.80115107877256,"35pr+"
"748",606,"yes","yes",6,7,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","2_evenings","very_high","No","No","No","No",0.309732944555299,"9pr-13pr"
"749",606,"yes","yes",7,8,6,"Female","Intermediate","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",0.9852531520668,"5pr-9pr"
"750",606,"yes","yes",7,7,6,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_low","No","No","No","No",-1.22968797687839,"<5pr"
"751",606,"yes","yes",7,7,7,"Male","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","Yes","No",-1.09816392317397,"5pr-9pr"
"753",606,"yes","yes",5,7,6,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",0.992257167780259,"35pr+"
"754",606,"yes","no",5,6,6,"Male","Intermediate","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.014877153098801,"5pr-9pr"
"755",606,"yes","yes",5,6,6,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","Yes","Yes","No","Yes","1_evening","very_high","No","No","No","No",1.02776409626913,"35pr+"
"756",605,"yes","yes",7,8,7,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","4_evenings","low","No","No","No","No",-0.831175301592011,"<5pr"
"757",605,"yes","yes",7,7,7,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","low","No","No","No","No",-0.269824216262954,"9pr-13pr"
"758",605,"yes","yes",6,6,6,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","yes","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",-0.747624254792789,"5pr-9pr"
"759",605,"yes","no",6,5,5,"Female","Intermediate","No_qualification","no","owned","yes","Yes","Yes","No","Yes","4_evenings","high","No","No","missing","missing",1.2447377182109,"35pr+"
"760",605,"yes","yes",7,8,7,"Male","Intermediate","Degree_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","5_evenings","low","No","No","No","No",-0.905285565193339,"<5pr"
"762",604,"yes","yes",7,7,7,"Female","Intermediate","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","missing","very_low","No","No","No","No",-0.902054448287253,"35pr+"
"764",604,"yes","yes",6,7,6,"Female","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",0.47147128679233,"21pr-35pr"
"765",604,"yes","yes",6,7,6,"Female","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","2_evenings","high","No","No","No","No",0.086902709816229,"5pr-9pr"
"767",604,"yes","no",5,6,5,"Female","Routine,_semi-routine_or_unemployed","HE_below_degree_level","no","rented","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",0.843373992957283,"21pr-35pr"
"768",604,"yes","yes",5,5,4,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","Yes","No","Yes","1_evening","low","No","No","missing","missing",1.02708979470389,"35pr+"
"769",604,"yes","yes",7,8,7,"Male","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-0.318257520062612,"13pr-21pr"
"770",604,"yes","yes",7,7,7,"Male","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","1_evening","low","No","No","No","No",-0.550162421524242,"<5pr"
"771",604,"yes","yes",6,6,7,"Male","Intermediate","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_low","No","Yes","No","No",-2.40865211056179,"<5pr"
"774",603,"yes","yes",7,8,7,"Female","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",-0.841558885274877,"<5pr"
"775",603,"yes","yes",7,7,6,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.88086672723287,"5pr-9pr"
"776",603,"yes","yes",7,6,6,"Female","Managerial_and_professional","Degree_or_equivalent","yes","rented","no","Yes","Yes","Yes","Yes","3_evenings","low","No","No","No","No",0.87770509002385,"5pr-9pr"
"777",603,"yes","yes",6,6,5,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",1.21908247237686,"35pr+"
"778",603,"yes","yes",7,8,7,"Male","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","low","No","No","No","No",-1.56803388465342,"5pr-9pr"
"779",603,"yes","yes",7,7,7,"Male","Managerial_and_professional","No_qualification","no","rented","yes","Yes","Yes","No","Yes","1_evening","high","No","Yes","missing","missing",1.50559690258957,"21pr-35pr"
"780",603,"yes","yes",6,7,6,"Male","Intermediate","GCSE_grades_A-C_or_equiv","yes","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",0.582570939728013,"5pr-9pr"
"782",602,"yes","yes",7,8,7,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","5_evenings","high","No","No","No","No",-0.044803906347525,"13pr-21pr"
